IP,Inventario,Precisao,TempoReacao,APM,TaxaHeadshots,JaFoiSuspeito,SusInv,Classe
192.168.121.96,"Faca, Fuzil, MedKit, Lança-granadas",79,100,148,56,0,0,Legítimo
192.168.70.203,"Torreta, Submetralhadora, Explosivo, Metralhadora",53,326,95,78,0,0,Legítimo
192.168.217.180,"MedKit, GranadaInc, Silenciador, Faca",49,258,25,80,0,1,Suspeito
192.168.46.1,"Sniper, Silenciador, Lança-granadas, Mira",41,83,60,61,0,0,Legítimo
192.168.38.39,"GranadaFumo, Submetralhadora, MedKit, GranadaInc",71,72,99,23,0,1,Legítimo
192.168.75.58,"Capacete, Explosivo, Torreta, Sniper",41,118,64,39,0,0,Legítimo
192.168.67.130,"Torreta, Pistola, Revólver, Lança-granadas",86,78,73,14,0,0,Legítimo
192.168.66.45,"Torreta, Explosivo, Colete, GranadaFumo",69,151,130,40,0,0,Legítimo
192.168.230.150,"Sniper, Pistola, Revólver, Torreta",85,204,46,52,0,1,Legítimo
192.168.97.9,"Revólver, GranadaInc, Espingarda, Metralhadora",40,112,62,20,0,1,Legítimo
192.168.55.132,"Explosivo, Metralhadora, Espingarda, Faca",42,367,140,84,0,0,Legítimo
192.168.208.212,"Revólver, Espingarda, Mira, Submetralhadora",52,330,89,68,0,0,Legítimo
192.168.204.169,"Silenciador, Capacete, Revólver, MedKit",75,345,124,14,0,0,Legítimo
192.168.142.96,"GranadaFrag, Revólver, Sniper, Capacete",74,95,81,94,0,1,Suspeito
192.168.204.108,"Espingarda, GranadaFrag, GranadaInc, MedKit",78,98,131,50,0,0,Legítimo
192.168.94.156,"Revólver, GranadaInc, Silenciador, Metralhadora",42,332,150,34,0,1,Legítimo
192.168.111.15,"GranadaFumo, GranadaFrag, Fuzil, Explosivo",69,168,27,92,0,1,Suspeito
192.168.99.15,"GranadaFumo, Faca, Silenciador, Lança-granadas",42,300,96,69,0,1,Legítimo
192.168.63.51,"Mira, Colete, Pistola, Fuzil",79,234,37,70,0,1,Legítimo
192.168.224.198,"Torreta, Lança-granadas, Revólver, Fuzil",96,380,123,54,0,1,Suspeito
192.168.133.200,"Submetralhadora, MedKit, Colete, Metralhadora",93,172,146,74,0,0,Suspeito
192.168.162.79,"Silenciador, GranadaFrag, Capacete, GranadaInc",50,199,148,40,1,0,Suspeito
192.168.112.192,"Metralhadora, GranadaFumo, Lança-granadas, Faca",92,213,47,17,0,0,Legítimo
192.168.175.94,"Sniper, Metralhadora, Revólver, Pistola",76,82,102,27,0,0,Legítimo
192.168.132.132,"Espingarda, Pistola, Torreta, Capacete",43,302,99,97,0,1,Legítimo
192.168.210.203,"MedKit, Colete, Sniper, GranadaFrag",55,93,94,87,0,1,Suspeito
192.168.99.150,"Pistola, Capacete, Torreta, Silenciador",98,125,81,37,0,1,Suspeito
192.168.244.127,"MedKit, GranadaFumo, Capacete, Metralhadora",98,354,110,22,0,1,Suspeito
192.168.39.206,"Silenciador, Metralhadora, Capacete, Explosivo",62,114,51,12,0,0,Legítimo
192.168.87.120,"Submetralhadora, Metralhadora, Capacete, Espingarda",98,203,54,56,0,0,Legítimo
192.168.37.228,"Capacete, Explosivo, Submetralhadora, Pistola",74,117,100,34,0,0,Legítimo
192.168.171.178,"Lança-granadas, GranadaFrag, Drone, Explosivo",53,95,109,27,0,1,Suspeito
192.168.155.104,"Torreta, Capacete, Drone, Mira",97,382,29,40,0,1,Suspeito
192.168.122.36,"Silenciador, Submetralhadora, GranadaInc, Lança-granadas",89,379,142,53,0,1,Suspeito
192.168.57.147,"Drone, Pistola, GranadaFumo, Capacete",78,95,85,2,0,1,Legítimo
192.168.119.20,"Torreta, Pistola, Metralhadora, MedKit",63,210,36,80,0,0,Legítimo
192.168.190.83,"Lança-granadas, Espingarda, Colete, Explosivo",94,250,68,91,0,1,Suspeito
192.168.120.167,"Mira, Capacete, Submetralhadora, Revólver",85,183,82,76,0,1,Suspeito
192.168.215.89,"Pistola, GranadaInc, Revólver, Espingarda",91,150,134,13,0,1,Suspeito
192.168.27.127,"Lança-granadas, Submetralhadora, Sniper, Espingarda",70,268,119,41,0,1,Legítimo
192.168.177.180,"Lança-granadas, GranadaFrag, Sniper, Metralhadora",47,330,74,38,0,1,Legítimo
192.168.123.172,"Faca, Sniper, Espingarda, Fuzil",77,237,124,37,0,1,Legítimo
192.168.67.70,"Sniper, Metralhadora, Pistola, Drone",87,308,145,79,0,1,Suspeito
192.168.105.103,"Lança-granadas, Faca, Colete, Fuzil",74,330,34,80,0,0,Legítimo
192.168.57.110,"Silenciador, Torreta, Lança-granadas, GranadaFrag",41,303,93,49,0,0,Legítimo
192.168.234.196,"Revólver, GranadaFrag, Mira, Espingarda",53,50,72,94,0,0,Legítimo
192.168.50.174,"Sniper, Capacete, GranadaFrag, Lança-granadas",74,76,115,9,0,1,Suspeito
192.168.11.196,"Silenciador, Submetralhadora, Faca, MedKit",59,86,127,63,0,1,Suspeito
192.168.115.66,"Faca, GranadaFumo, Revólver, Drone",69,158,112,80,0,1,Suspeito
192.168.198.4,"Colete, Submetralhadora, Revólver, MedKit",80,383,121,22,0,0,Legítimo
192.168.150.100,"Capacete, Mira, Fuzil, Drone",88,84,64,90,0,0,Suspeito
192.168.160.145,"GranadaFumo, Drone, Submetralhadora, Faca",88,243,86,69,0,1,Legítimo
192.168.98.166,"Metralhadora, Faca, Espingarda, GranadaInc",83,330,94,8,0,0,Legítimo
192.168.83.49,"Pistola, Submetralhadora, Fuzil, GranadaFrag",85,256,124,44,0,0,Legítimo
192.168.95.237,"GranadaFrag, GranadaInc, GranadaFumo, Drone",87,126,112,69,0,1,Suspeito
192.168.249.54,"Mira, Drone, GranadaFrag, Torreta",99,209,41,95,0,1,Suspeito
192.168.218.41,"GranadaFrag, Faca, Metralhadora, Sniper",79,142,39,67,0,1,Suspeito
192.168.241.199,"Metralhadora, Capacete, Fuzil, Lança-granadas",95,148,136,87,0,0,Suspeito
192.168.201.11,"Faca, MedKit, Colete, Sniper",72,144,39,19,0,0,Legítimo
192.168.140.130,"Submetralhadora, Fuzil, Drone, Torreta",71,328,84,15,0,0,Legítimo
192.168.194.54,"Drone, GranadaInc, Fuzil, Revólver",57,225,127,14,0,1,Legítimo
192.168.219.78,"Metralhadora, Espingarda, Silenciador, Faca",40,107,26,16,0,1,Suspeito
192.168.75.11,"Submetralhadora, GranadaInc, Faca, Mira",74,51,137,83,0,1,Suspeito
192.168.123.212,"Explosivo, Faca, GranadaFumo, Revólver",53,310,143,5,0,1,Legítimo
192.168.181.118,"GranadaFumo, Fuzil, GranadaInc, Lança-granadas",95,381,101,22,0,0,Legítimo
192.168.165.89,"Submetralhadora, Sniper, Faca, MedKit",54,271,25,64,0,1,Legítimo
192.168.150.179,"GranadaInc, Fuzil, Explosivo, Mira",94,99,66,77,0,1,Suspeito
192.168.29.227,"Metralhadora, Fuzil, Pistola, Espingarda",76,122,27,78,0,1,Suspeito
192.168.15.205,"Pistola, Explosivo, MedKit, Revólver",91,337,53,59,0,1,Legítimo
192.168.70.107,"Torreta, Espingarda, Revólver, Pistola",59,389,125,77,0,0,Legítimo
192.168.253.46,"Drone, Faca, GranadaInc, Capacete",52,66,54,81,0,1,Suspeito
192.168.8.9,"Pistola, Submetralhadora, Revólver, Silenciador",63,360,100,50,0,1,Legítimo
192.168.183.40,"Revólver, Faca, Capacete, Pistola",89,149,124,41,0,0,Suspeito
192.168.145.123,"Faca, Mira, Pistola, Metralhadora",93,65,94,18,0,0,Legítimo
192.168.226.218,"Explosivo, Fuzil, Pistola, Torreta",67,209,42,5,0,1,Legítimo
192.168.214.129,"Metralhadora, MedKit, Explosivo, GranadaFumo",81,347,112,94,0,0,Suspeito
192.168.19.80,"GranadaFumo, Colete, Silenciador, Torreta",80,236,27,79,1,0,Suspeito
192.168.225.240,"Espingarda, Colete, Fuzil, GranadaInc",72,123,117,70,1,0,Suspeito
192.168.43.153,"Submetralhadora, Revólver, GranadaInc, GranadaFumo",42,58,129,86,0,1,Suspeito
192.168.45.193,"Submetralhadora, Drone, Espingarda, Silenciador",84,261,71,23,0,1,Legítimo
192.168.193.110,"Pistola, Revólver, Silenciador, Submetralhadora",69,311,50,67,0,0,Legítimo
192.168.224.135,"GranadaFrag, Submetralhadora, Metralhadora, Mira",57,400,106,64,0,0,Legítimo
192.168.66.142,"Silenciador, Revólver, Explosivo, Drone",87,341,54,19,0,0,Legítimo
192.168.92.80,"Torreta, GranadaInc, Revólver, Colete",40,323,147,37,0,1,Legítimo
192.168.129.244,"Espingarda, Submetralhadora, Capacete, Torreta",41,126,136,36,0,1,Suspeito
192.168.250.176,"Espingarda, MedKit, Submetralhadora, Fuzil",50,359,33,45,0,1,Legítimo
192.168.212.117,"GranadaInc, MedKit, Submetralhadora, Sniper",52,368,136,16,0,1,Legítimo
192.168.217.240,"Mira, Capacete, Lança-granadas, Revólver",75,231,140,76,0,1,Suspeito
192.168.142.88,"Pistola, GranadaFumo, Espingarda, GranadaFrag",54,243,23,7,0,0,Legítimo
192.168.212.118,"Silenciador, Espingarda, Mira, Colete",48,276,97,21,0,1,Legítimo
192.168.207.204,"Capacete, Sniper, Drone, GranadaFrag",66,259,71,2,0,0,Legítimo
192.168.5.195,"GranadaInc, Submetralhadora, Pistola, Faca",49,197,131,72,0,0,Suspeito
192.168.39.225,"Silenciador, Submetralhadora, Faca, Sniper",40,208,55,89,0,0,Legítimo
192.168.20.96,"Sniper, Colete, MedKit, Metralhadora",46,236,97,76,0,1,Legítimo
192.168.162.172,"GranadaFumo, Fuzil, Revólver, MedKit",42,289,119,65,0,0,Legítimo
192.168.52.144,"GranadaFrag, Submetralhadora, Drone, Capacete",98,183,126,4,0,0,Suspeito
192.168.18.201,"Mira, Metralhadora, Submetralhadora, GranadaInc",98,92,88,34,0,1,Suspeito
192.168.24.239,"Torreta, Lança-granadas, Sniper, Faca",50,254,27,2,0,0,Legítimo
192.168.67.25,"Colete, Metralhadora, Explosivo, Revólver",66,334,81,7,0,0,Legítimo
192.168.222.160,"GranadaFumo, Pistola, Capacete, GranadaInc",66,98,32,55,0,1,Suspeito
192.168.81.173,"Pistola, Revólver, GranadaInc, MedKit",63,153,86,9,0,0,Legítimo
192.168.214.210,"Colete, GranadaFrag, GranadaInc, Revólver",77,204,63,30,0,1,Legítimo
192.168.148.94,"Silenciador, Torreta, Pistola, Faca",78,245,57,49,0,0,Legítimo
192.168.218.98,"Faca, Revólver, Colete, Sniper",90,114,82,77,0,0,Suspeito
192.168.54.31,"Espingarda, Metralhadora, Sniper, Faca",84,301,65,16,0,0,Legítimo
192.168.19.97,"GranadaInc, Fuzil, Pistola, Espingarda",51,84,120,19,0,1,Suspeito
192.168.88.84,"Revólver, MedKit, GranadaFrag, GranadaInc",71,283,99,50,0,0,Legítimo
192.168.51.32,"Colete, GranadaInc, GranadaFumo, Sniper",86,328,111,26,0,0,Legítimo
192.168.102.234,"Silenciador, GranadaFrag, Faca, Lança-granadas",82,235,79,75,0,1,Suspeito
192.168.59.114,"Sniper, Lança-granadas, GranadaFumo, Silenciador",67,176,129,13,0,0,Legítimo
192.168.246.23,"Espingarda, Metralhadora, Silenciador, Faca",50,107,89,11,0,0,Legítimo
192.168.139.60,"Faca, Drone, MedKit, Torreta",93,144,30,85,0,1,Suspeito
192.168.76.49,"Metralhadora, Capacete, Torreta, GranadaInc",89,225,96,24,0,1,Legítimo
192.168.50.155,"Revólver, Submetralhadora, Sniper, Faca",55,220,111,41,1,1,Suspeito
192.168.11.57,"Espingarda, Capacete, Lança-granadas, MedKit",40,195,142,35,0,1,Suspeito
192.168.108.23,"Espingarda, Colete, Revólver, Capacete",81,307,69,90,0,0,Legítimo
192.168.245.151,"MedKit, Lança-granadas, Revólver, Silenciador",64,168,104,92,0,0,Suspeito
192.168.194.68,"GranadaInc, Mira, Pistola, Lança-granadas",40,365,45,40,0,0,Legítimo
192.168.159.127,"Submetralhadora, Silenciador, Metralhadora, Torreta",44,386,100,90,0,0,Legítimo
192.168.132.81,"Explosivo, Revólver, Lança-granadas, GranadaInc",91,77,51,24,0,0,Legítimo
192.168.140.176,"Sniper, Fuzil, Submetralhadora, Torreta",77,294,139,89,0,1,Suspeito
192.168.14.118,"Revólver, Pistola, Submetralhadora, Faca",85,240,107,50,0,0,Legítimo
192.168.173.28,"Submetralhadora, Revólver, Silenciador, GranadaInc",82,372,72,85,0,0,Legítimo
192.168.57.217,"Espingarda, Metralhadora, Torreta, Capacete",52,262,110,28,0,0,Legítimo
192.168.148.169,"Espingarda, GranadaFumo, Drone, Explosivo",76,335,115,16,0,1,Legítimo
192.168.16.183,"Metralhadora, Espingarda, Submetralhadora, Torreta",55,225,20,92,0,0,Legítimo
192.168.120.9,"Fuzil, Revólver, Lança-granadas, Pistola",96,303,24,71,0,1,Suspeito
192.168.96.133,"Torreta, Lança-granadas, Fuzil, Faca",68,94,100,93,0,0,Legítimo
192.168.166.110,"MedKit, Revólver, GranadaFumo, Torreta",99,282,79,6,0,1,Legítimo
192.168.65.89,"Faca, GranadaFrag, Revólver, Mira",100,245,35,45,0,0,Legítimo
192.168.115.215,"Sniper, Revólver, Faca, Fuzil",68,166,31,31,0,0,Legítimo
192.168.187.172,"Colete, Espingarda, Submetralhadora, Mira",59,369,74,53,0,0,Legítimo
192.168.142.232,"GranadaInc, Capacete, Mira, Drone",45,160,110,80,0,1,Suspeito
192.168.142.170,"Faca, Revólver, Explosivo, Silenciador",46,94,132,68,0,1,Suspeito
192.168.224.206,"Silenciador, Mira, Torreta, Pistola",100,244,104,67,0,0,Legítimo
192.168.195.60,"Metralhadora, GranadaInc, GranadaFrag, Lança-granadas",69,177,142,52,0,1,Suspeito
192.168.228.39,"MedKit, Lança-granadas, Torreta, Metralhadora",95,250,143,21,0,1,Suspeito
192.168.251.176,"MedKit, Torreta, Fuzil, Explosivo",84,355,26,13,0,1,Suspeito
192.168.207.96,"Explosivo, Espingarda, Metralhadora, GranadaFumo",100,226,79,60,0,1,Legítimo
192.168.173.164,"Submetralhadora, Torreta, Colete, GranadaFrag",58,217,86,11,1,1,Legítimo
192.168.124.238,"MedKit, Faca, Pistola, Submetralhadora",83,349,104,90,0,0,Suspeito
192.168.195.39,"Mira, Submetralhadora, MedKit, Drone",92,208,27,82,0,1,Suspeito
192.168.175.74,"MedKit, Capacete, Colete, GranadaFumo",57,388,95,31,0,0,Legítimo
192.168.86.153,"GranadaFumo, Faca, Sniper, Espingarda",54,50,87,92,0,1,Suspeito
192.168.162.93,"Pistola, Sniper, Capacete, Fuzil",78,150,33,8,0,0,Legítimo
192.168.189.202,"Metralhadora, Silenciador, Explosivo, Lança-granadas",77,379,140,94,0,0,Legítimo
192.168.75.184,"Metralhadora, Sniper, Colete, Submetralhadora",51,396,66,91,0,1,Legítimo
192.168.22.26,"Lança-granadas, Mira, Sniper, GranadaInc",55,71,100,75,0,1,Suspeito
192.168.68.5,"Faca, Submetralhadora, Silenciador, Metralhadora",79,150,34,59,0,0,Legítimo
192.168.29.221,"Espingarda, GranadaFumo, Mira, Capacete",79,52,89,33,0,1,Legítimo
192.168.136.180,"Explosivo, Capacete, Silenciador, Faca",76,62,100,94,0,0,Legítimo
192.168.76.215,"Pistola, Colete, Faca, GranadaFumo",96,199,121,21,1,1,Suspeito
192.168.128.148,"Pistola, Fuzil, Lança-granadas, Sniper",74,220,64,22,0,1,Legítimo
192.168.229.167,"GranadaFumo, Sniper, Explosivo, Mira",83,207,87,54,0,0,Legítimo
192.168.98.35,"MedKit, Explosivo, GranadaFumo, Drone",68,89,80,76,1,1,Suspeito
192.168.98.57,"Capacete, GranadaFrag, Espingarda, Pistola",64,98,137,24,0,1,Suspeito
192.168.82.197,"Torreta, Espingarda, Submetralhadora, Sniper",65,90,77,10,0,0,Legítimo
192.168.120.223,"Faca, MedKit, Mira, GranadaInc",49,280,135,38,0,0,Legítimo
192.168.29.224,"Colete, Silenciador, Espingarda, Submetralhadora",53,229,78,28,0,0,Legítimo
192.168.237.157,"Metralhadora, Silenciador, Explosivo, Capacete",80,220,103,89,0,0,Legítimo
192.168.92.28,"Fuzil, MedKit, Lança-granadas, Silenciador",94,366,131,42,1,0,Suspeito
192.168.16.91,"Colete, Metralhadora, Capacete, Revólver",87,268,64,17,0,0,Legítimo
192.168.92.232,"GranadaFumo, MedKit, Torreta, Fuzil",93,58,105,56,0,1,Suspeito
192.168.21.194,"Silenciador, MedKit, Revólver, Fuzil",57,106,41,100,0,0,Legítimo
192.168.32.117,"Sniper, GranadaFumo, Explosivo, Fuzil",85,273,103,8,0,0,Legítimo
192.168.237.48,"Drone, Revólver, Lança-granadas, GranadaFrag",84,252,32,16,0,1,Suspeito
192.168.209.140,"MedKit, Mira, Silenciador, Explosivo",72,396,59,44,0,0,Legítimo
192.168.195.153,"Silenciador, Torreta, Capacete, Sniper",96,54,56,18,1,1,Suspeito
192.168.123.68,"Drone, GranadaFrag, Espingarda, Explosivo",48,68,99,57,0,1,Legítimo
192.168.37.137,"Fuzil, GranadaInc, Submetralhadora, Explosivo",76,280,25,31,0,1,Legítimo
192.168.163.194,"Capacete, Sniper, MedKit, Fuzil",78,230,88,21,0,0,Legítimo
192.168.161.212,"Faca, Drone, Torreta, GranadaFumo",95,335,53,82,0,0,Legítimo
192.168.244.113,"Revólver, Espingarda, GranadaFumo, Silenciador",78,221,31,7,0,1,Legítimo
192.168.71.196,"GranadaFrag, Pistola, Fuzil, Colete",95,57,62,63,0,0,Legítimo
192.168.187.234,"Mira, Explosivo, Submetralhadora, Colete",92,312,130,89,0,1,Suspeito
192.168.217.42,"Sniper, Metralhadora, GranadaFrag, Mira",83,212,95,12,0,0,Legítimo
192.168.170.85,"Drone, GranadaFrag, Torreta, Faca",90,75,59,28,0,1,Suspeito
192.168.205.43,"Mira, Colete, Explosivo, GranadaFumo",53,356,79,30,0,1,Legítimo
192.168.25.207,"Faca, Capacete, Revólver, Torreta",92,54,36,68,0,0,Suspeito
192.168.189.33,"Explosivo, Submetralhadora, Sniper, Colete",94,187,30,83,0,1,Suspeito
192.168.123.181,"Explosivo, GranadaFumo, Lança-granadas, Torreta",46,346,76,68,0,0,Legítimo
192.168.122.115,"Torreta, Espingarda, Metralhadora, Submetralhadora",88,284,71,35,0,0,Legítimo
192.168.147.25,"Fuzil, GranadaInc, MedKit, Mira",84,110,64,40,1,1,Suspeito
192.168.91.29,"Faca, Drone, GranadaFrag, Espingarda",100,104,75,27,0,1,Suspeito
192.168.201.19,"GranadaFrag, Espingarda, Submetralhadora, Silenciador",83,296,54,17,0,1,Legítimo
192.168.98.133,"Capacete, Revólver, Fuzil, GranadaFumo",46,298,73,100,0,1,Legítimo
192.168.24.84,"Espingarda, Sniper, Pistola, GranadaFrag",70,248,55,97,0,1,Legítimo
192.168.240.98,"Explosivo, Espingarda, Mira, GranadaFumo",89,242,122,27,0,0,Legítimo
192.168.102.44,"GranadaInc, Torreta, Sniper, Mira",63,398,73,42,0,0,Legítimo
192.168.162.222,"Silenciador, Mira, Torreta, Pistola",70,358,106,34,1,0,Legítimo
192.168.240.127,"Colete, Mira, Pistola, GranadaFrag",71,114,68,27,0,1,Legítimo
192.168.148.173,"Sniper, Espingarda, Colete, GranadaInc",65,100,97,45,0,1,Legítimo
192.168.191.167,"GranadaInc, Submetralhadora, Faca, Colete",75,224,88,45,0,0,Legítimo
192.168.64.3,"Faca, Submetralhadora, Explosivo, Capacete",80,270,95,26,0,1,Legítimo
192.168.251.40,"MedKit, Metralhadora, Sniper, Drone",74,191,109,46,0,0,Legítimo
192.168.148.62,"GranadaFumo, GranadaInc, Drone, GranadaFrag",93,120,116,12,0,0,Suspeito
192.168.27.125,"Espingarda, Colete, Explosivo, Fuzil",62,187,52,46,0,1,Legítimo
192.168.226.178,"GranadaFumo, Metralhadora, GranadaFrag, GranadaInc",62,151,129,23,0,0,Legítimo
192.168.233.94,"Faca, Capacete, GranadaFrag, Mira",45,363,69,35,0,0,Legítimo
192.168.198.13,"GranadaFrag, Faca, Mira, Metralhadora",86,73,71,12,0,0,Legítimo
192.168.8.146,"GranadaFrag, Drone, Silenciador, Torreta",44,370,58,12,0,1,Legítimo
192.168.8.100,"GranadaFrag, Faca, Sniper, GranadaFumo",67,205,44,28,0,0,Legítimo
192.168.13.16,"Lança-granadas, GranadaInc, Torreta, Revólver",77,130,52,92,0,1,Suspeito
192.168.30.114,"Faca, Metralhadora, Sniper, Capacete",94,355,88,41,0,0,Legítimo
192.168.160.19,"Faca, GranadaInc, Metralhadora, Fuzil",67,246,56,97,0,1,Legítimo
192.168.96.95,"MedKit, Sniper, Explosivo, GranadaFumo",86,59,48,32,0,1,Suspeito
192.168.83.245,"Revólver, Colete, GranadaFumo, Explosivo",41,79,92,81,0,1,Suspeito
192.168.144.41,"Torreta, Submetralhadora, Pistola, Lança-granadas",72,253,150,1,0,0,Legítimo
192.168.250.98,"Capacete, Torreta, Mira, MedKit",51,280,21,83,0,0,Legítimo
192.168.162.33,"Mira, Lança-granadas, GranadaInc, Submetralhadora",53,68,62,95,0,1,Suspeito
192.168.151.86,"Drone, GranadaFumo, Submetralhadora, Espingarda",71,93,42,99,0,1,Suspeito
192.168.113.233,"Fuzil, GranadaFumo, Mira, GranadaInc",67,218,57,44,0,0,Legítimo
192.168.114.145,"Mira, MedKit, Faca, Sniper",81,153,99,32,0,0,Legítimo
192.168.229.100,"Submetralhadora, Revólver, MedKit, Mira",64,147,54,55,0,1,Legítimo
192.168.24.94,"Fuzil, Submetralhadora, Colete, GranadaFrag",64,141,138,94,0,0,Suspeito
192.168.126.70,"Metralhadora, Lança-granadas, GranadaFumo, Faca",76,214,115,82,0,1,Suspeito
192.168.89.172,"GranadaInc, Torreta, Capacete, Fuzil",53,250,20,4,0,0,Legítimo
192.168.111.219,"Lança-granadas, Sniper, Torreta, Drone",96,300,77,30,0,0,Legítimo
192.168.2.129,"Capacete, Faca, Metralhadora, Lança-granadas",100,260,23,99,0,1,Suspeito
192.168.67.9,"GranadaFumo, Fuzil, Submetralhadora, Silenciador",61,90,117,40,0,1,Suspeito
192.168.84.125,"Pistola, GranadaFumo, Colete, Mira",71,255,30,66,0,1,Legítimo
192.168.161.39,"Capacete, GranadaFumo, Colete, Silenciador",88,90,71,89,0,1,Suspeito
192.168.82.206,"Espingarda, Drone, Capacete, Mira",87,395,34,12,0,1,Suspeito
192.168.193.144,"Silenciador, Fuzil, Pistola, Drone",59,197,94,58,0,1,Legítimo
192.168.11.77,"Metralhadora, Submetralhadora, Faca, Capacete",60,237,100,34,0,0,Legítimo
192.168.116.52,"Espingarda, Drone, Capacete, Lança-granadas",98,215,123,34,0,0,Legítimo
192.168.167.212,"Lança-granadas, GranadaFrag, Fuzil, Metralhadora",54,97,34,40,0,0,Legítimo
192.168.243.143,"Silenciador, Explosivo, GranadaInc, Espingarda",49,146,25,71,0,1,Suspeito
192.168.53.180,"Revólver, Faca, GranadaFumo, GranadaInc",83,376,53,65,0,0,Legítimo
192.168.146.243,"Faca, Silenciador, GranadaFrag, GranadaFumo",71,265,23,43,0,1,Legítimo
192.168.29.104,"Sniper, Colete, Torreta, Fuzil",68,223,62,12,0,1,Legítimo
192.168.66.50,"Pistola, Capacete, Metralhadora, GranadaFumo",88,352,102,52,0,1,Suspeito
192.168.165.92,"Espingarda, Drone, Silenciador, Pistola",45,393,47,57,0,0,Legítimo
192.168.255.192,"Silenciador, Sniper, Lança-granadas, Mira",73,141,70,0,0,0,Legítimo
192.168.140.32,"Pistola, MedKit, Explosivo, Fuzil",87,198,38,64,0,1,Suspeito
192.168.149.156,"Pistola, Faca, Mira, GranadaFumo",76,106,98,58,0,1,Legítimo
192.168.215.71,"GranadaInc, Metralhadora, Fuzil, Explosivo",98,227,71,36,0,0,Legítimo
192.168.97.134,"Lança-granadas, Colete, GranadaFumo, Capacete",41,72,120,55,0,0,Legítimo
192.168.24.237,"Mira, MedKit, Silenciador, GranadaFumo",88,94,115,99,0,0,Suspeito
192.168.235.154,"Capacete, GranadaInc, Espingarda, Torreta",48,324,21,0,0,0,Legítimo
192.168.117.125,"MedKit, Submetralhadora, GranadaFumo, Metralhadora",100,372,65,83,0,1,Suspeito
192.168.157.176,"Colete, Sniper, GranadaFumo, Mira",73,211,129,75,0,1,Suspeito
192.168.18.112,"Revólver, Mira, Silenciador, Lança-granadas",45,210,116,83,0,1,Suspeito
192.168.101.196,"Mira, Lança-granadas, GranadaFumo, Colete",81,61,62,35,0,1,Suspeito
192.168.136.123,"GranadaInc, Faca, Colete, Silenciador",63,194,110,48,0,0,Legítimo
192.168.9.83,"Submetralhadora, Mira, Drone, Pistola",87,123,41,86,0,0,Suspeito
192.168.13.236,"Torreta, GranadaFumo, MedKit, Revólver",75,149,131,13,0,0,Legítimo
192.168.144.7,"GranadaFrag, GranadaFumo, Pistola, Capacete",73,106,65,1,0,0,Legítimo
192.168.245.251,"MedKit, Pistola, Submetralhadora, Faca",61,390,143,80,0,0,Legítimo
192.168.47.38,"Fuzil, GranadaInc, Mira, Explosivo",89,234,68,37,0,0,Legítimo
192.168.26.177,"GranadaFrag, Drone, Colete, Capacete",97,67,50,55,0,1,Suspeito
192.168.84.72,"Espingarda, Lança-granadas, Silenciador, Sniper",50,358,124,50,0,1,Legítimo
192.168.139.232,"GranadaInc, Capacete, Drone, Fuzil",67,285,80,1,0,0,Legítimo
192.168.179.12,"GranadaInc, Submetralhadora, Pistola, Fuzil",46,282,42,99,0,1,Legítimo
192.168.119.173,"Submetralhadora, Sniper, Faca, Mira",41,268,108,39,0,1,Legítimo
192.168.236.105,"Faca, Lança-granadas, Espingarda, Colete",82,94,78,57,0,0,Legítimo
192.168.168.241,"Fuzil, Mira, Lança-granadas, MedKit",85,242,121,99,0,0,Suspeito
192.168.49.15,"Metralhadora, Fuzil, Colete, GranadaInc",84,387,46,72,0,1,Suspeito
192.168.149.30,"Mira, Drone, Fuzil, Sniper",89,141,42,91,0,1,Suspeito
192.168.139.109,"Sniper, Faca, Espingarda, Submetralhadora",61,277,26,28,0,1,Legítimo
192.168.122.114,"Pistola, Lança-granadas, Revólver, Espingarda",71,113,109,95,0,1,Suspeito
192.168.68.2,"Fuzil, GranadaFrag, Drone, Colete",68,275,138,100,0,0,Legítimo
192.168.35.20,"GranadaFrag, Pistola, GranadaInc, Mira",74,87,77,96,0,0,Legítimo
192.168.254.13,"GranadaInc, Silenciador, Mira, MedKit",83,278,60,77,0,0,Legítimo
192.168.137.107,"Fuzil, Pistola, GranadaInc, GranadaFrag",77,74,110,21,0,0,Legítimo
192.168.72.26,"GranadaFrag, Torreta, Fuzil, Metralhadora",70,395,111,51,0,0,Legítimo
192.168.128.167,"GranadaInc, Pistola, Faca, Silenciador",68,367,38,85,0,1,Suspeito
192.168.12.55,"Torreta, Pistola, Sniper, Submetralhadora",91,83,62,24,0,1,Suspeito
192.168.149.166,"GranadaFrag, Submetralhadora, Torreta, Lança-granadas",60,249,92,45,0,1,Legítimo
192.168.196.30,"Faca, Sniper, Torreta, Colete",60,346,92,22,0,1,Legítimo
192.168.119.168,"Torreta, Silenciador, Espingarda, GranadaInc",76,387,97,44,0,1,Legítimo
192.168.38.214,"Mira, Revólver, Faca, MedKit",70,144,96,57,0,1,Legítimo
192.168.185.50,"MedKit, Explosivo, Torreta, Revólver",86,67,145,16,0,1,Suspeito
192.168.101.215,"Faca, Fuzil, GranadaInc, Revólver",96,292,62,94,0,1,Suspeito
192.168.205.34,"Capacete, GranadaFumo, Faca, Torreta",92,333,135,57,0,1,Suspeito
192.168.100.64,"Mira, Espingarda, Pistola, Capacete",66,380,27,4,0,1,Legítimo
192.168.206.35,"Pistola, Capacete, GranadaFumo, Espingarda",71,96,21,15,0,0,Legítimo
